Accepted_Annotations,Annotation_Count,Annotation_Is_Verified,Classification,Comment_Count,Featured_Video,Followers,Genius_IQ,Hot,Is_Description,Is_Verified,Length_Referent_Text,Meme_Verified,Number_Contributors,Number_Verified_Annotations,Page_Views,Pinned,Pyong_Count,Release_Date,Total_Votes
55,66,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,37,FALSE,50,0,49068,FALSE,6,10877,1
38,41,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,52,FALSE,93,0,243794,FALSE,37,5654,7
45,46,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,19,FALSE,191,0,2798227,FALSE,1397,1207,56
5,18,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,68,FALSE,20,0,26872,FALSE,10,9854,2
2,17,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,30,FALSE,6,0,?,FALSE,?,931,0
39,47,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,7,FALSE,231,1,1028013,FALSE,143,7768,11
16,19,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,21,TRUE,100,0,1376561,FALSE,138,1705,12
26,35,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,43,FALSE,32,0,47306,FALSE,23,2234,0
22,35,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,9,FALSE,149,12,2449361,FALSE,452,1192,3
8,10,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,34,FALSE,34,0,74409,FALSE,10,5353,4
21,24,TRUE,verified,2,TRUE,8610,?,FALSE,FALSE,FALSE,106,FALSE,257,2,1441789,TRUE,313,2779,183
29,30,FALSE,accepted,2,FALSE,21495,34478,FALSE,FALSE,TRUE,27,TRUE,356,0,4016170,FALSE,162,401,34
22,25,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,12,TRUE,305,0,1495678,FALSE,169,129,23
2,17,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,28,FALSE,6,0,?,FALSE,?,931,0
25,36,FALSE,unreviewed,1,FALSE,419,?,FALSE,FALSE,FALSE,85,FALSE,25,0,38090,FALSE,2,10877,1
38,40,FALSE,accepted,3,TRUE,17568,144243,FALSE,FALSE,TRUE,120,TRUE,147,0,1054515,FALSE,245,4773,52
12,13,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,34,FALSE,168,0,5132018,FALSE,475,1747,42
22,24,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,189,TRUE,366,1,2267806,FALSE,211,401,64
25,27,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,40,FALSE,153,0,2542718,FALSE,168,2217,16
17,18,FALSE,accepted,5,TRUE,21495,34478,FALSE,FALSE,TRUE,261,TRUE,319,0,3190791,FALSE,366,625,232
81,84,TRUE,verified,11,FALSE,10964,?,FALSE,FALSE,FALSE,35,FALSE,251,2,3670474,TRUE,495,1699,443
26,27,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,125,FALSE,84,0,174452,FALSE,23,7249,8
12,13,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,66,FALSE,104,0,1361667,FALSE,66,751,41
15,23,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,80,FALSE,32,0,27804,FALSE,75,6725,4
12,13,FALSE,accepted,2,FALSE,8610,?,FALSE,FALSE,FALSE,175,FALSE,104,0,1361667,FALSE,66,751,59
27,28,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,9,FALSE,196,0,3183017,FALSE,226,1929,7
25,26,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,158,TRUE,377,0,1878910,FALSE,389,191,82
20,29,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,149,FALSE,66,0,55588,FALSE,3,9854,0
66,67,FALSE,accepted,1,FALSE,2503,1124,FALSE,FALSE,TRUE,36,TRUE,117,0,275989,FALSE,163,1434,1
22,41,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,39,FALSE,30,0,29649,FALSE,3,10877,1
47,49,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,53,TRUE,181,0,884987,FALSE,117,1986,4
25,27,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,82,FALSE,153,0,2542718,FALSE,168,2217,9
24,27,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,54,FALSE,21,0,33958,FALSE,50,7306,0
66,67,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,36,TRUE,246,0,2418330,FALSE,820,1545,13
25,26,FALSE,accepted,3,TRUE,17568,144243,FALSE,FALSE,TRUE,201,TRUE,377,0,1878910,FALSE,389,191,68
41,49,FALSE,unreviewed,0,FALSE,693,?,FALSE,FALSE,FALSE,56,FALSE,63,0,57364,FALSE,6,7936,1
13,15,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,74,TRUE,159,0,1329333,FALSE,136,136,30
11,25,FALSE,accepted,1,FALSE,419,?,FALSE,FALSE,FALSE,97,FALSE,31,0,34645,FALSE,3,11011,6
27,29,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,36,FALSE,142,0,589526,FALSE,94,8179,4
17,20,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,32,TRUE,152,1,1204637,FALSE,210,5733,53
47,51,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,38,TRUE,346,3,3910160,FALSE,380,2036,29
55,57,TRUE,verified,40,TRUE,17568,144243,FALSE,FALSE,TRUE,156,TRUE,290,1,1404525,TRUE,294,1685,744
11,14,FALSE,accepted,3,FALSE,419,?,FALSE,FALSE,FALSE,33,FALSE,31,0,32188,FALSE,?,9854,6
27,32,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,43,FALSE,120,0,357887,FALSE,44,8048,7
5,18,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,31,FALSE,20,0,26872,FALSE,10,9854,2
39,44,FALSE,unreviewed,0,FALSE,2503,1124,FALSE,FALSE,TRUE,25,TRUE,54,0,150795,FALSE,8,1986,0
23,24,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,51,FALSE,60,0,53974,FALSE,9,7210,1
55,66,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,83,FALSE,50,0,49068,FALSE,6,10877,2
55,57,FALSE,verified,7,TRUE,17568,144243,FALSE,FALSE,TRUE,156,TRUE,290,1,1404525,FALSE,294,1685,133
13,15,FALSE,accepted,1,FALSE,598,?,FALSE,FALSE,FALSE,32,FALSE,66,0,311514,FALSE,89,5599,2
13,18,FALSE,accepted,1,FALSE,693,?,FALSE,FALSE,FALSE,88,FALSE,95,0,932378,FALSE,84,5367,24
39,42,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,38,TRUE,393,2,7086094,FALSE,669,2034,27
43,45,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,39,TRUE,114,0,335010,FALSE,38,3575,8
54,56,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,79,TRUE,295,0,1338433,FALSE,198,3188,40
40,41,FALSE,accepted,1,TRUE,10964,?,FALSE,FALSE,FALSE,93,FALSE,294,0,3318872,FALSE,2527,1449,108
18,21,FALSE,accepted,1,FALSE,598,?,FALSE,FALSE,FALSE,58,FALSE,35,0,38870,FALSE,60,7089,0
55,56,FALSE,accepted,1,FALSE,2660,?,FALSE,FALSE,FALSE,71,FALSE,370,0,1318014,FALSE,525,1162,38
30,38,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,91,FALSE,51,0,42338,FALSE,8,10601,0
27,32,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,41,FALSE,120,0,357887,FALSE,44,8048,0
35,39,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,12,FALSE,277,3,3184871,FALSE,369,1797,4
17,20,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,82,TRUE,152,1,1204637,FALSE,210,5733,41
42,43,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,47,FALSE,195,0,3081814,FALSE,165,2378,13
51,52,FALSE,accepted,1,TRUE,21495,34478,FALSE,FALSE,TRUE,87,TRUE,360,0,2016243,FALSE,1267,1162,71
36,37,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,45,TRUE,508,0,4526124,FALSE,507,401,37
30,31,FALSE,accepted,1,FALSE,2503,1124,FALSE,FALSE,TRUE,49,TRUE,82,0,140642,FALSE,18,4646,14
48,51,FALSE,accepted,1,TRUE,17568,144243,FALSE,FALSE,TRUE,31,TRUE,292,2,1384638,FALSE,302,6578,69
22,23,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,43,FALSE,127,0,1558247,FALSE,50,826,77
4,13,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,111,FALSE,21,0,28888,FALSE,55,7306,1
17,19,FALSE,accepted,1,FALSE,2660,?,FALSE,FALSE,FALSE,283,FALSE,70,0,381218,FALSE,80,5309,44
53,54,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,41,TRUE,251,0,1310185,FALSE,380,5843,40
62,69,TRUE,verified,22,TRUE,8610,?,FALSE,FALSE,FALSE,48,FALSE,372,6,6159849,TRUE,319,2238,571
8,16,FALSE,unreviewed,0,TRUE,598,?,FALSE,FALSE,FALSE,80,FALSE,27,0,182769,FALSE,80,7306,1
11,14,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,142,FALSE,31,0,32188,FALSE,?,9854,5
22,26,FALSE,accepted,1,FALSE,2660,?,FALSE,FALSE,FALSE,103,FALSE,41,0,415789,FALSE,59,5701,4
29,38,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,4,FALSE,84,0,332843,FALSE,96,5360,4
9,12,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,47,FALSE,58,0,240321,FALSE,24,8132,10
29,38,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,9,FALSE,84,0,332843,FALSE,96,5360,4
24,25,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,37,FALSE,175,0,1691176,FALSE,204,863,29
24,27,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,28,FALSE,55,0,58072,FALSE,12,7173,1
5,18,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,67,FALSE,20,0,26872,FALSE,10,9854,3
20,24,FALSE,accepted,1,TRUE,17568,144243,FALSE,FALSE,TRUE,50,TRUE,191,3,1147870,FALSE,203,2841,43
2,17,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,46,FALSE,6,0,?,FALSE,?,931,0
50,53,TRUE,verified,0,FALSE,8610,?,FALSE,FALSE,FALSE,103,FALSE,316,2,2524716,TRUE,382,1797,146
24,29,TRUE,verified,1,TRUE,8610,?,FALSE,FALSE,FALSE,19,FALSE,195,4,2724546,TRUE,198,2477,130
53,55,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,39,TRUE,322,0,1121576,FALSE,254,2784,17
56,59,FALSE,accepted,0,TRUE,693,?,FALSE,FALSE,FALSE,17,FALSE,134,0,608156,FALSE,83,4001,24
37,40,TRUE,verified,1,FALSE,693,?,FALSE,FALSE,FALSE,107,FALSE,96,1,253453,TRUE,33,7936,209
11,12,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,261,FALSE,216,0,3708670,FALSE,204,826,395
20,24,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,54,TRUE,191,3,1147870,FALSE,203,2841,5
84,89,FALSE,accepted,1,FALSE,21495,34478,FALSE,FALSE,TRUE,7,TRUE,552,4,5613108,FALSE,2095,2036,31
26,27,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,1045,FALSE,84,0,174452,FALSE,23,7249,26
18,32,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,71,FALSE,37,0,36710,FALSE,2,9854,4
65,67,FALSE,accepted,2,FALSE,8610,?,FALSE,FALSE,FALSE,94,FALSE,362,0,2968632,FALSE,314,2766,24
10,16,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,14,FALSE,28,0,36933,FALSE,47,7089,0
18,19,FALSE,accepted,1,FALSE,8610,?,FALSE,FALSE,FALSE,32,FALSE,156,0,1385859,FALSE,89,826,111
98,101,TRUE,verified,2,FALSE,21495,34478,FALSE,FALSE,TRUE,98,TRUE,552,2,2049199,TRUE,111,2036,262
110,117,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,10,TRUE,149,0,314608,FALSE,338,1475,3
27,32,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,55,FALSE,120,0,357887,FALSE,44,8048,0
17,24,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,30,FALSE,31,0,34150,FALSE,6,7509,0
20,21,FALSE,accepted,1,FALSE,21495,34478,FALSE,FALSE,TRUE,134,TRUE,247,0,2330119,FALSE,168,401,126
8,9,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,102,FALSE,84,0,1633034,FALSE,49,782,71
18,19,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,668,TRUE,827,0,9407569,FALSE,949,416,876
21,22,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,57,FALSE,218,0,2302935,FALSE,163,541,6
19,21,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,74,FALSE,28,0,154723,FALSE,78,6725,1
1,12,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,36,FALSE,8,0,41280,FALSE,2,10877,1
30,32,FALSE,accepted,1,TRUE,2660,?,FALSE,FALSE,FALSE,20,FALSE,212,1,994904,FALSE,262,7159,31
42,48,FALSE,unreviewed,0,FALSE,2503,1124,FALSE,FALSE,TRUE,117,TRUE,104,0,315757,FALSE,44,?,15
30,32,TRUE,accepted,0,TRUE,2660,?,FALSE,FALSE,FALSE,59,FALSE,212,1,994904,FALSE,262,7159,-3
27,29,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,155,FALSE,60,0,101327,FALSE,71,7306,3
27,29,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,50,FALSE,142,0,589526,FALSE,94,8179,15
23,26,FALSE,accepted,0,TRUE,419,?,FALSE,FALSE,FALSE,62,FALSE,32,0,33966,FALSE,5,10841,2
39,40,FALSE,accepted,0,TRUE,693,?,FALSE,FALSE,FALSE,60,FALSE,83,0,173703,FALSE,34,7985,1
0,7,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,45,FALSE,9,0,5594,FALSE,3,754,2
110,117,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,42,TRUE,149,0,314608,FALSE,338,1475,1
42,43,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,63,TRUE,218,0,1104987,FALSE,275,1060,7
43,47,FALSE,unreviewed,0,TRUE,419,?,FALSE,FALSE,FALSE,34,FALSE,54,0,36616,FALSE,?,720,1
45,48,FALSE,accepted,1,FALSE,693,?,FALSE,FALSE,FALSE,45,FALSE,65,0,71516,FALSE,15,8790,0
45,46,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,94,FALSE,191,0,2798227,FALSE,1397,1207,7
31,34,TRUE,verified,26,TRUE,17568,144243,FALSE,FALSE,TRUE,146,TRUE,212,2,848363,TRUE,144,7055,1034
16,19,FALSE,accepted,2,TRUE,21495,34478,FALSE,FALSE,TRUE,29,TRUE,100,0,1376561,FALSE,138,1705,11
20,31,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,7,FALSE,65,0,167114,FALSE,92,7114,6
26,28,FALSE,accepted,1,FALSE,2660,?,FALSE,FALSE,FALSE,163,FALSE,128,0,323029,FALSE,54,8132,10
81,84,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,26,FALSE,251,2,3670474,FALSE,495,1699,2
17,20,FALSE,accepted,1,TRUE,17568,144243,FALSE,FALSE,TRUE,33,TRUE,152,1,1204637,FALSE,210,5733,51
16,22,TRUE,verified,4,FALSE,2660,?,FALSE,FALSE,FALSE,23,FALSE,95,1,234474,TRUE,28,8132,150
26,37,FALSE,accepted,0,TRUE,598,?,FALSE,FALSE,FALSE,45,FALSE,34,0,80238,FALSE,12,?,0
25,26,FALSE,accepted,1,TRUE,17568,144243,FALSE,FALSE,TRUE,66,TRUE,377,0,1878910,FALSE,389,191,78
29,32,FALSE,accepted,2,TRUE,17568,144243,FALSE,FALSE,TRUE,103,TRUE,175,0,990612,FALSE,273,3204,19
21,24,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,52,FALSE,257,2,1441789,FALSE,313,2779,34
19,20,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,95,FALSE,433,0,6490108,FALSE,740,121,124
16,22,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,47,FALSE,95,1,234474,FALSE,28,8132,0
27,29,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,42,FALSE,142,0,589526,FALSE,94,8179,18
55,56,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,22,FALSE,370,0,1318014,FALSE,525,1162,50
29,34,FALSE,accepted,2,TRUE,2660,?,FALSE,FALSE,FALSE,40,FALSE,100,0,244114,FALSE,29,7906,9
55,62,FALSE,unreviewed,0,TRUE,8610,?,FALSE,FALSE,FALSE,35,FALSE,226,4,1891346,FALSE,94,2074,3
38,40,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,76,TRUE,147,0,1054515,FALSE,245,4773,65
11,20,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,52,FALSE,36,0,29021,FALSE,51,7089,2
41,49,FALSE,unreviewed,0,FALSE,693,?,FALSE,FALSE,FALSE,105,FALSE,63,0,57364,FALSE,6,7936,1
13,15,FALSE,accepted,1,TRUE,21495,34478,FALSE,FALSE,TRUE,83,TRUE,159,0,1329333,FALSE,136,136,13
24,28,FALSE,accepted,1,FALSE,598,?,FALSE,FALSE,FALSE,39,FALSE,32,0,50538,FALSE,57,7306,2
6,12,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,17,FALSE,58,0,200216,FALSE,107,7320,1
15,23,FALSE,unreviewed,1,FALSE,598,?,FALSE,FALSE,FALSE,72,FALSE,32,0,27804,FALSE,75,6725,5
24,27,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,48,FALSE,21,0,33958,FALSE,50,7306,0
50,53,TRUE,verified,9,FALSE,8610,?,FALSE,FALSE,FALSE,22,FALSE,316,2,2524716,TRUE,382,1797,443
35,39,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,24,FALSE,277,3,3184871,FALSE,369,1797,34
22,25,FALSE,accepted,2,TRUE,21495,34478,FALSE,FALSE,TRUE,54,TRUE,305,0,1495678,FALSE,169,129,14
6,8,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,192,FALSE,30,0,41400,FALSE,65,7306,12
18,32,FALSE,unreviewed,1,FALSE,419,?,FALSE,FALSE,FALSE,44,FALSE,37,0,36710,FALSE,2,9854,1
44,46,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,44,TRUE,76,0,158330,FALSE,11,1986,1
22,27,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,18,FALSE,82,0,207559,FALSE,26,7173,25
16,22,FALSE,accepted,2,FALSE,419,?,FALSE,FALSE,FALSE,91,FALSE,40,0,89259,FALSE,12,10141,8
35,39,TRUE,verified,2,TRUE,8610,?,FALSE,FALSE,FALSE,120,FALSE,277,3,3184871,TRUE,369,1797,170
15,18,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,303,FALSE,39,0,75496,FALSE,17,5353,6
21,26,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,21,FALSE,112,1,594125,FALSE,64,5353,4
20,24,TRUE,verified,2,TRUE,17568,144243,FALSE,FALSE,TRUE,175,TRUE,191,3,1147870,TRUE,203,2841,210
38,41,FALSE,accepted,1,FALSE,2660,?,FALSE,FALSE,FALSE,93,FALSE,93,0,243794,FALSE,37,5654,3
10,11,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,85,FALSE,237,0,5521909,FALSE,201,775,63
37,39,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,13,FALSE,138,0,2448942,FALSE,317,1699,9
50,52,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,72,TRUE,79,0,138877,FALSE,22,2595,4
10,16,FALSE,accepted,1,FALSE,598,?,FALSE,FALSE,FALSE,6,FALSE,28,0,36933,FALSE,47,7089,1
42,43,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,41,TRUE,208,0,1014403,FALSE,226,7051,38
6,12,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,25,FALSE,58,0,200216,FALSE,107,7320,28
24,27,FALSE,unreviewed,0,FALSE,693,?,FALSE,FALSE,FALSE,147,FALSE,55,0,58072,FALSE,12,7173,3
18,19,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,122,TRUE,827,0,9407569,FALSE,949,416,380
24,28,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,44,FALSE,32,0,50538,FALSE,57,7306,2
36,39,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,51,FALSE,83,0,253379,FALSE,45,10906,1
33,38,FALSE,accepted,1,FALSE,419,?,FALSE,FALSE,FALSE,125,FALSE,106,0,380781,FALSE,29,10849,2
40,41,FALSE,accepted,1,TRUE,10964,?,FALSE,FALSE,FALSE,23,FALSE,294,0,3318872,FALSE,2527,1449,60
22,35,TRUE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,110,FALSE,149,12,2449361,FALSE,452,1192,5
106,107,FALSE,accepted,1,FALSE,17568,144243,FALSE,FALSE,TRUE,64,TRUE,536,0,1719362,FALSE,521,1657,71
39,42,FALSE,accepted,1,TRUE,10964,?,FALSE,FALSE,FALSE,31,FALSE,393,2,7086094,FALSE,669,2034,92
65,67,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,22,FALSE,362,0,2968632,FALSE,314,2766,6
16,19,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,25,TRUE,100,0,1376561,FALSE,138,1705,19
37,42,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,67,TRUE,399,4,3060005,FALSE,1027,5683,27
7,12,TRUE,verified,3,TRUE,2503,1124,FALSE,FALSE,TRUE,11,TRUE,51,4,227520,TRUE,30,627,44
45,47,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,113,FALSE,234,1,2749197,FALSE,1861,1300,15
42,43,FALSE,accepted,6,TRUE,419,?,FALSE,FALSE,FALSE,25,FALSE,188,0,1173187,FALSE,161,10906,131
21,26,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,73,FALSE,27,0,24461,FALSE,1,9854,0
36,39,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,99,FALSE,83,0,253379,FALSE,45,10906,4
73,77,FALSE,accepted,1,FALSE,17568,144243,FALSE,FALSE,TRUE,25,TRUE,279,1,1156612,FALSE,233,1657,88
25,26,FALSE,accepted,1,FALSE,8610,?,FALSE,FALSE,FALSE,9,FALSE,239,0,1480434,FALSE,207,2914,19
34,36,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,21,TRUE,245,1,3253375,FALSE,527,2043,44
53,54,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,74,FALSE,315,0,1536371,FALSE,192,853,37
0,20,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,25,FALSE,5,0,?,FALSE,?,1160,0
39,42,TRUE,verified,19,TRUE,21495,34478,FALSE,FALSE,TRUE,25,TRUE,393,2,7086094,TRUE,669,2034,1097
19,21,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,40,TRUE,63,0,199159,FALSE,9,4870,4
55,56,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,435,FALSE,370,0,1318014,FALSE,525,1162,51
33,41,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,58,FALSE,207,7,1930333,FALSE,90,566,5
25,27,FALSE,accepted,6,FALSE,8610,?,FALSE,FALSE,FALSE,119,FALSE,237,1,2391365,FALSE,254,1797,52
18,19,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,62,FALSE,197,0,1720858,FALSE,123,826,28
20,21,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,39,TRUE,247,0,2330119,FALSE,168,401,132
40,52,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,74,FALSE,60,0,42097,FALSE,5,3586,2
50,53,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,26,FALSE,316,2,2524716,FALSE,382,1797,21
44,46,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,25,TRUE,76,0,158330,FALSE,11,1986,1
11,20,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,5,FALSE,36,0,29021,FALSE,51,7089,0
19,20,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,8,FALSE,50,0,93670,FALSE,33,7173,14
38,39,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,51,TRUE,262,0,1497028,FALSE,996,1175,32
118,122,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,8,TRUE,1380,3,12190302,FALSE,5604,1678,26
24,33,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,24,FALSE,22,0,40285,FALSE,2,9854,3
42,48,FALSE,accepted,1,FALSE,2503,1124,FALSE,FALSE,TRUE,88,TRUE,104,0,315757,FALSE,44,?,-4
103,107,FALSE,accepted,1,FALSE,21495,34478,FALSE,FALSE,TRUE,41,TRUE,399,3,1792776,FALSE,310,1951,6
36,38,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,35,FALSE,95,0,234938,FALSE,47,6452,8
33,38,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,26,FALSE,106,0,380781,FALSE,29,10849,0
50,57,FALSE,unreviewed,2,FALSE,2503,1124,FALSE,FALSE,TRUE,56,TRUE,88,0,188652,FALSE,27,1986,10
20,21,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,33,FALSE,154,0,2714212,FALSE,215,1948,4
22,35,TRUE,accepted,2,TRUE,10964,?,FALSE,FALSE,FALSE,170,FALSE,149,12,2449361,FALSE,452,1192,31
46,49,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,126,TRUE,207,0,896107,FALSE,239,4548,15
52,57,TRUE,verified,26,TRUE,17568,144243,FALSE,FALSE,TRUE,32,TRUE,434,4,2640134,TRUE,407,1727,369
